1 2 861.563 954.019 3
2 374 377.688 314.408 3
2 377 827.455 580.479 1
2 378 35.7801 990.366 2
2 379 620.154 281.819 4
2 380 109.524 120.779 3
2 384 592.712 764.167 1
2 385 724.782 471.166 4
2 391 256.231 126.549 3
2 393 524.925 53.7248 3
2 394 72.1925 423.799 3
2 396 349.224 799.328 2
2 397 127.116 42.9147 3
2 398 587.637 139.566 4
2 399 22.8315 355.085 3
3 4 796.042 796.519 3
3 10 593.326 968.644 3
3 12 83.0742 601.487 1
3 14 247.619 698.637 1
3 20 237.167 707.298 1
3 21 583.448 609.201 3
3 24 20.0806 62.8968 4
3 25 196.656 613.862 1
3 26 913.249 428.902 2
3 30 979.153 716.97 3
3 34 278.353 945.623 1
3 43 460.829 255.503 2
3 44 385.534 487.846 1
3 46 279.893 896.021 1
3 47 331.283 923.481 1
3 48 33.5356 889.86 1
3 50 232.874 327.742 4
3 53 25.7158 384.711 4
3 54 550.99 317.71 2
3 56 699.395 641.832 3
3 57 30.6059 881.315 1
3 62 908.764 483.318 2
3 64 171.854 111.942 4
3 65 599.164 587.5 3
3 69 792.919 136.517 2
3 74 795.061 496.701 2
3 76 91.6001 378.018 4
3 77 917.898 105.225 2
3 79 789.206 738.168 3
3 83 148.737 95.1072 4
3 84 231.984 10.131 4
3 87 192.47 292.712 4
3 88 24.0393 509.808 4
3 92 835.669 882.708 3
3 99 580.371 933.465 3
3 102 659.297 693.415 3
3 104 801.207 327.664 2
3 106 168.354 774.785 1
3 107 607.71 673.196 3
3 111 615.258 416.034 2
3 113 226.997 149.199 4
3 114 326.41 615.676 1
3 117 207.262 753.08 1
3 119 245.176 595.849 1
3 125 923.029 410.17 2
3 127 476.331 253.181 2
3 132 475.22 422.92 2
3 135 10.2508 829.527 1
3 137 901.1 207.153 2
3 138 607.208 778.844 3
3 139 682.389 84.7105 2
3 142 725.65 402.263 2
3 143 882.698 149.994 2
3 145 980.879 821.977 3
3 149 875.589 251.226 2
3 153 167.243 943.593 1
3 154 156.372 445.891 4
3 156 476.475 711.843 1
3 159 165.471 811.813 1
3 160 381.612 457.549 1
3 162 2.19756 25.8493 4
3 163 135.318 579.262 1
3 165 678.108 546.502 3
3 168 416.783 521.535 1
3 172 104.725 588.78 1
3 173 64.3447 87.0233 4
3 176 868.707 180.065 2
3 181 615.069 4.82106 2
3 182 967.473 235.618 2
3 184 153.897 253.897 4
3 185 138.308 544.775 1
3 188 951.537 792.325 3
3 190 347.579 997.518 1
3 194 756.586 917.899 3
3 195 172.306 772.747 1
3 200 417.302 581.199 1
3 204 117.937 480.467 4
3 205 295.533 923.189 1
3 206 879.339 967.331 3
3 214 642.573 589.53 3
3 216 645.769 36.6176 2
3 219 811.997 466.21 2
3 220 963.481 584.969 3
3 221 312.678 611.344 1
3 223 518.363 989.629 3
3 226 648.783 603.79 3
3 227 783.667 742.083 3
3 228 399.475 192.268 4
3 231 291.053 292.049 4
3 233 92.7453 433.967 4
3 238 491.148 328.614 2
3 239 25.5217 669.796 1
3 240 789.06 180.381 2
3 242 58.1823 207.452 4
3 245 557.17 378.511 2
3 248 462.037 417.062 2
3 255 374.105 494.356 1
3 257 327.353 384.372 4
3 261 934.248 685.015 3
3 262 176.023 365.196 4
3 265 852.864 824.65 3
3 266 746.32 56.0444 2
3 269 746.616 491.772 2
3 272 431.006 685.786 1
3 273 709.83 561.077 3
3 276 886.343 4.94442 2
3 277 52.5835 271.001 4
3 279 808.889 763.527 3
3 283 114.258 377.412 4
3 287 49.9968 742.733 1
3 288 6.42906 353.95 4
3 294 304.468 535.688 1
3 296 868.559 484.797 2
3 297 91.7265 661.356 1
3 298 616.789 748.507 3
3 301 974.766 171.802 2
3 310 430.779 816.476 1
3 311 21.823 256.845 4
3 316 109.638 555.178 1
3 317 818.496 388.539 2
3 319 344.937 837.515 1
3 326 477.087 834.773 3
3 329 807.777 879.354 3
3 332 752.455 173.084 2
3 333 740.572 359.87 2
3 334 494.045 199.61 2
3 336 782.186 687.569 3
3 337 559.929 171.432 2
3 343 483.206 814.332 3
3 344 537.144 893.849 3
3 347 34.4571 282.052 4
3 350 957.659 25.5349 2
3 351 534.254 449.898 2
3 354 800.506 368.529 2
