1 2 64.51 -147.43 3
1 651 -36.52 174.46 2
2 0 90 0 4
2 1 71.17 -156.47 3
2 3 61.13 -149.53 3
2 5 49.16 -123.07 3
2 6 53.33 -113.28 3
2 9 52.07 -106.38 3
2 11 58.46 -94.1 3
2 13 45.25 -75.42 3
2 15 46.49 -71.14 3
2 18 47.36 -122.2 3
2 19 47.4 -117.23 3
2 27 35.05 -106.4 3
2 28 31.45 -106.29 3
2 29 46.47 -92.06 3
2 36 43.02 -87.55 3
2 37 41.53 -87.38 3
2 38 38.39 -90.25 3
2 39 35.08 -90.03 3
2 45 42.21 -71.04 3
2 51 25.05 -77.21 3
2 52 28.38 -106.05 3
2 58 19.24 -99.09 3
2 59 19.03 -98.12 3
2 66 14.38 -90.31 3
2 68 14.06 -87.13 3
2 80 13.06 -59.37 5
2 89 6.15 -75.35 5
2 94 -1.4 -78.38 5
2 95 -2.1 -79.5 5
2 96 -3.46 -73.15 5
2 101 -16.3 -68.09 5
2 103 -19.35 -65.45 5
2 110 -38 -57.33 5
2 112 -34.36 -58.27 5
2 115 -32.53 -68.49 5
2 118 -30.04 -51.11 5
2 120 -25.25 -49.15 5
2 123 -20.23 -43.3 5
2 129 -12.59 -38.31 5
2 131 -5.47 -35.13 5
2 136 -3.08 -60.01 5
2 140 32.38 -16.54 4
2 148 22.56 5.3 4
2 150 36.48 10.11 4
2 155 31.16 32.18 4
2 158 24.05 32.53 4
2 161 13.11 30.13 4
2 164 9 38.5 4
2 166 18.06 -15.57 4
2 167 14.4 -17.26 4
2 169 11.51 -15.35 4
2 171 12.39 -8 4
2 177 6.41 -1.35 4
2 179 6.08 1.13 4
2 180 6.29 2.37 4
2 183 12 8.3 4
2 187 6.27 7.27 4
2 189 3.45 8.47 4
2 191 4.22 18.35 4
2 193 -4.16 15.17 4
2 201 -1.17 36.49 4
2 202 2.01 45.2 4
2 203 -4.03 39.4 4
2 207 -12.44 15.47 4
2 208 -11.4 27.28 4
2 209 -12.49 28.13 4
2 222 -25.45 28.1 4
2 224 -29.12 26.07 4
2 229 -23.21 43.4 4
2 234 37.44 -25.4 4
2 237 37.23 -5.59 4
2 244 41.23 2.11 4
2 246 40.24 -3.41 4
2 247 41.39 -4.43 4
2 249 43.22 -8.23 4
2 251 39.34 2.39 4
2 252 42.3 1.31 4
2 254 43.36 1.26 4
2 258 42.42 9.27 4
2 263 48.24 -4.29 4
2 275 50.5 4.2 4
2 281 52.22 4.54 4
2 282 52.05 5.08 4
2 284 50.23 -4.1 4
2 286 50.5 -0.08 4
2 289 51.3 -0.1 4
2 292 53.3 -2.15 4
2 295 54.59 -1.35 4
2 300 60.09 -1.09 4
2 305 54.35 -5.55 4
2 308 64.11 -51.44 3
2 312 65.01 25.28 4
2 313 61.3 23.45 4
2 322 58.25 15.37 4
2 324 57.38 18.18 4
2 325 56.09 10.13 4
2 327 55.4 12.35 4
2 330 54.2 10.08 4
2 331 54.05 12.07 4
2 339 51.12 6.47 4
2 341 51.28 7.01 4
2 342 51.28 7.13 4
2 345 51.19 9.29 4
2 348 51.19 12.2 4
2 352 50.07 8.4 4
2 355 49.27 11.04 4
2 356 49.03 8.24 4
2 367 48.18 14.18 4
2 369 47.05 15.27 4
2 371 45.28 9.12 4
2 377 43.46 11.15 4
2 378 43.55 12.28 4
2 379 39.2 9 4
2 381 40.51 14.17 4
2 382 41.27 15.34 4
2 383 41.07 16.52 4
2 385 38.11 15.33 4
2 387 38.07 13.21 4
2 388 35.54 14.31 4
2 392 52.25 16.55 4
2 393 51.46 19.3 4
2 394 52.15 21 4
2 397 50.16 19 4
2 401 50.05 14.26 4
2 402 49.5 18.17 4
2 408 46.05 18.13 4
2 411 46.47 23.36 4
2 412 47.1 27.35 4
2 416 44.11 28.39 4
2 425 41.2 19.5 4
2 426 42.41 23.19 4
2 427 42.09 24.45 4
2 431 40.38 22.56 4
2 435 35.1 33.22 4
2 436 68.58 33.05 4
2 440 56.57 24.06 4
2 447 55.45 37.35 4
2 450 53.12 50.09 4
2 454 44.36 33.32 4
2 455 47.14 39.42 4
2 464 69.2 88.06 2
2 468 49.5 73.1 2
2 474 52.16 104.2 2
2 477 62.13 129.49 2
2 479 53.01 158.39 2
2 481 50.17 127.32 2
2 482 50.35 137.02 2
2 487 38.25 27.09 4
2 493 37.01 35.18 4
2 515 30.3 47.47 4
2 516 33.21 44.25 4
2 523 30.2 48.16 4
2 524 32.4 51.38 4
2 528 34.2 62.12 2
2 531 33.36 73.04 2
2 533 31.25 73.05 2
2 535 30.12 67 2
2 539 30.19 78.02 2
2 540 28.4 77.13 2
2 541 26.17 73.02 2
2 543 26.28 80.21 2
2 545 25.36 85.07 2
2 551 17.23 78.29 2
2 559 27.43 85.19 2
2 560 27.28 89.39 2
2 561 23.43 90.25 2
2 562 22.2 91.5 2
2 563 22 96.05 2
2 567 17.58 102.36 2
2 568 21.02 105.51 2
2 571 10.45 106.4 2
2 576 1.17 103.51 2
2 581 -6.54 107.36 2
2 582 -7.48 110.22 2
2 585 -10.1 123.35 1
2 589 -0.3 117.09 2
2 591 1.29 124.51 2
2 596 10.42 122.34 2
2 597 14.35 121 2
2 600 25.03 121.3 2
2 601 29.4 91.09 2
2 602 36.03 103.41 2
2 603 34.15 108.52 2
2 605 29.39 106.34 2
2 606 25.05 102.4 2
2 607 23.06 113.16 2
2 608 26.06 119.17 2
2 609 30.36 114.17 2
2 611 31.14 121.28 2
2 615 39.08 117.12 2
2 619 45.45 126.41 2
2 620 39.01 125.45 2
2 621 37.33 126.58 2
2 623 43.03 141.21 2
2 625 38.15 140.53 2
2 626 35.42 139.46 2
2 627 35.1 136.55 2
2 628 36.34 136.39 2
2 631 34.24 132.27 2
2 632 32.48 129.55 2
2 637 -4.12 152.12 1
2 640 -31.56 115.5 1
2 644 -33.52 151.13 1
2 646 -19.16 146.48 1
2 649 -43.32 172.38 1
2 650 -41.18 174.47 1
2 652 -21.08 -175.12 3
2 653 -14.16 -170.42 3
2 654 -18.08 178.25 1
2 655 -22.16 166.27 1
2 656 -9.26 159.57 1
2 657 -0.32 166.55 1
2 658 11.35 165.23 1
2 659 21.19 -157.52 3
2 660 1.52 -157.2 3
2 661 -9.45 -139 3
2 662 -17.32 -149.34 3
2 663 -25.04 -130.06 3
2 664 -27.07 -109.22 5
2 665 -90 0 5
3 4 58.2 -134.27 5
3 10 49.53 -97.09 5
3 12 43.39 -79.23 5
3 14 45.31 -73.34 5
3 20 38.35 -121.3 5
3 21 37.48 -122.24 5
3 24 40.46 -111.53 5
3 25 33.27 -112.05 5
3 26 39.43 -105.01 5
3 30 44.59 -93.13 5
3 34 32.47 -96.48 5
3 43 39.06 -84.31 5
3 44 33.45 -84.23 5
3 46 40.43 -74.01 5
3 47 39.57 -75.07 5
3 48 38.54 -77.01 5
3 50 25.46 -80.12 5
3 53 25.33 -103.26 5
3 54 25.4 -100.19 5
3 56 22.09 -100.59 5
3 57 20.4 -103.2 5
3 62 17.03 -96.43 5
3 64 20.58 -89.37 5
3 65 17.3 -88.12 5
3 69 12.09 -86.17 5
3 74 20.01 -75.49 5
3 76 18.32 -72.2 5
3 77 18.28 -69.54 5
3 79 14.36 -61.05 2
3 83 4.56 -52.2 2
3 84 5.5 -55.1 2
3 87 10.4 -71.37 5
3 88 10.59 -74.48 5
3 92 -0.56 -91.01 5
3 99 -13.31 -71.59 2
3 102 -17.48 -63.1 2
3 104 -23.39 -70.24 2
3 106 -36.5 -73.03 2
3 107 -53.09 -70.55 2
3 111 -34.5 -56.12 2
3 113 -32.57 -60.4 2
3 114 -31.24 -64.11 2
3 117 -25.16 -57.4 2
3 119 -27.35 -48.34 2
3 125 -20.27 -54.37 2
3 127 -16.4 -49.16 2
3 132 -3.43 -38.3 2
3 135 -1.27 -48.29 2
3 137 -8.46 -63.54 2
3 138 14.55 -23.31 4
3 139 28.06 -15.24 3
3 142 33.39 -7.35 3
3 143 34.02 -6.51 3
3 145 35.48 -5.45 3
3 149 36.22 6.37 3
3 153 32.07 20.04 3
3 154 31.12 29.54 3
3 156 29.58 32.33 3
3 159 19.37 37.14 4
3 160 15.36 32.32 4
3 162 13.38 25.21 4
3 163 15.2 38.53 4
3 165 11.36 43.09 4
3 168 13.28 -16.39 4
3 172 10.23 -9.18 4
3 173 9.31 -13.43 4
3 176 5.19 -4.02 4
3 181 12.22 -1.31 4
3 182 13.31 2.07 4
3 184 11.51 13.1 4
3 185 12.07 15.03 4
3 188 0.2 6.44 4
3 190 3.52 11.31 4
3 194 -4.18 15.18 4
3 195 0.04 18.16 4
3 200 0.19 32.25 4
3 204 -6.1 39.11 4
3 205 -6.48 39.17 4
3 206 -8.48 13.14 4
3 214 -19.49 34.52 4
3 216 -15.57 -5.42 4
3 219 -22.34 17.06 4
3 220 -26.38 15.1 4
3 221 -24.45 25.55 4
3 223 -26.15 28 4
3 226 -33 27.55 4
3 227 -33.58 25.4 4
3 228 -33.55 18.22 4
3 231 -12.16 49.17 4
3 233 -4.38 55.27 4
3 238 36.32 -6.18 3
3 239 36.43 -4.25 3
3 240 37.13 -3.41 3
3 242 38.21 -0.29 3
3 245 41.38 -0.53 3
3 248 43.15 -2.58 3
3 255 43.18 5.24 3
3 257 43.42 7.23 3
3 261 45.45 4.51 3
3 262 45.1 5.43 3
3 265 47.13 -1.33 3
3 266 47.23 0.41 3
3 269 49.15 4.02 3
3 272 48.35 7.45 3
3 273 49.36 6.09 3
3 276 50.38 3.04 3
3 277 51.03 3.43 3
3 279 51.26 5.28 3
3 283 53.13 6.33 3
3 287 51.29 -3.13 3
3 288 51.27 -2.35 3
3 294 53.5 -1.35 3
3 296 55.57 -3.13 3
3 297 55.53 -4.15 3
3 298 56.28 -3 3
3 301 62.01 -6.46 3
3 310 70.4 23.42 3
3 311 68.26 17.25 3
3 316 63.25 10.25 3
3 317 60.23 5.2 3
3 319 59.55 10.45 3
3 326 55.24 10.23 3
3 329 53.33 9.59 3
3 332 51.57 7.37 3
3 333 52.24 9.44 3
3 334 52.07 11.38 3
3 336 50.47 6.05 3
3 337 50.44 7.05 3
3 343 51.32 7.13 3
3 344 51.31 7.28 3
3 347 51.29 11.58 3
3 350 51.03 13.44 3
3 351 49.14 6.59 3
3 354 49.48 9.56 3
3 357 48.46 9.11 3
3 358 49.01 12.06 3
3 359 48.08 11.34 3
3 360 46.12 6.09 3
3 361 46.31 6.38 3
3 363 47.33 7.35 3
3 364 47.23 8.32 3
3 370 45.03 7.4 3
3 372 45.27 11 3
3 373 45.27 12.21 3
3 375 44.25 8.57 3
3 380 41.54 12.29 3
3 384 40.28 17.15 3
3 386 37.3 15.06 3
3 389 53.24 14.32 3
3 395 53.09 23.09 3
3 396 51.06 17 3
3 409 46.15 20.09 3
3 413 45.48 24.09 3
3 418 45.2 14.27 3
3 420 43.31 16.27 3
3 423 42.38 18.07 3
3 424 41.59 21.26 3
3 429 42.3 27.28 3
3 430 39.36 19.56 3
3 434 35.2 25.09 3
3 437 64.34 40.32 3
3 442 54.41 25.19 3
3 445 50.26 30.31 3
3 446 46.28 30.44 3
3 448 56.2 44 3
3 449 55.45 49.08 3
3 451 51.4 39.1 3
3 452 50 36.15 3
3 456 48.44 44.25 3
3 457 46.21 48.03 3
3 460 40.23 49.51 3
3 461 58 56.15 3
3 462 56.51 60.36 3
3 465 55 73.24 1
3 466 55.02 82.55 1
3 467 56.01 92.5 1
3 469 43.15 76.57 1
3 473 43.48 87.35 1
3 476 52.03 113.3 1
3 478 64.45 177.29 1
3 483 48.27 135.06 1
3 484 46.58 142.42 1
3 486 41.01 28.58 3
3 489 38.43 35.3 3
3 490 39.45 37.02 3
3 495 34.44 36.43 3
3 498 31.57 35.56 3
3 499 32.5 35 3
3 500 32.04 34.46 3
3 505 15.23 44.12 4
3 510 25.18 55.18 1
3 512 26.13 50.35 3
3 517 35.28 44.28 3
3 518 36.2 43.08 3
3 519 38.05 46.18 3
3 521 35.4 51.26 3
3 522 34.19 47.04 3
3 529 31.32 65.3 1
3 534 30.11 71.29 1
3 538 24.52 67.03 1
3 542 26.55 75.49 1
3 546 22.32 88.22 1
3 547 23.02 72.37 1
3 550 18.58 72.5 1
3 553 15.21 75.1 1
3 554 12.59 77.35 1
3 555 13.05 80.17 1
3 556 10.49 78.41 1
3 564 16.47 96.1 1
3 569 16.28 107.36 1
3 572 11.33 104.55 1
3 574 5.25 100.2 1
3 577 3.35 98.4 1
3 578 -0.57 100.21 1
3 579 -2.55 104.45 1
3 590 -5.07 119.24 1
3 592 -3.43 128.12 1
3 595 10.18 123.54 1
3 604 30.39 104.04 1
3 613 36.06 120.19 1
3 614 37.55 112.3 1
3 616 39.55 116.25 1
3 618 41.48 123.27 1
