1 3 444.217 553.301 5
2 313 754.786 929.344 3
2 323 826.839 234.883 2
2 325 763.859 558.636 3
2 328 500.418 885.256 3
2 329 807.777 879.354 3
2 330 6.13562 122.624 5
2 332 752.455 173.084 2
2 333 740.572 359.87 2
2 335 225.447 556.169 1
2 336 782.186 687.569 3
2 341 42.8894 926.489 4
2 342 172.907 173.232 5
2 345 2.99018 973.272 4
2 351 534.254 449.898 1
2 353 609.907 714.945 3
2 357 517.93 649.464 3
2 358 235.387 41.3129 5
2 364 582.097 75.6071 2
2 366 560.439 622.937 3
2 372 918.947 876.684 3
2 375 961.419 413.034 2
2 380 109.524 120.779 5
2 381 738.931 820.767 3
3 0 435.841 587.522 5
3 2 861.563 954.019 4
3 4 796.042 796.519 4
3 9 954.573 785.053 4
3 10 593.326 968.644 1
3 14 247.619 698.637 5
3 15 963.227 965.824 4
3 16 125.872 536.987 5
3 17 563.237 20.7366 3
3 20 237.167 707.298 5
3 22 404.171 942.218 1
3 32 817.106 281.12 2
3 33 332.771 466.52 5
3 35 168.54 974.806 1
3 39 555.492 359.315 2
3 40 156.444 178.995 3
3 41 140.141 704.084 5
3 42 963.235 442.629 2
3 45 931.464 198.146 2
3 48 33.5356 889.86 1
3 51 870.562 747.862 4
3 58 486.626 987.924 1
3 60 764.19 227.841 2
3 61 489.34 885.471 1
3 62 908.764 483.318 2
3 63 195.225 821.483 1
3 66 132.524 507.626 5
3 70 156.993 187.479 3
3 73 672.67 141.516 2
3 75 298.827 796.84 1
3 76 91.6001 378.018 5
3 77 917.898 105.225 2
3 79 789.206 738.168 4
3 82 486.979 88.5907 3
3 84 231.984 10.131 3
3 89 316.686 311.822 3
3 90 494.944 163.27 3
3 93 775.205 181.054 2
3 98 730.64 446.995 2
3 103 700.979 439.308 2
3 105 755.117 581.702 4
3 111 615.258 416.034 2
3 113 226.997 149.199 3
3 115 756.359 997.073 4
3 116 175.187 551.629 5
3 123 347.487 932.543 1
3 125 923.029 410.17 2
3 126 153.759 230.999 3
3 127 476.331 253.181 3
3 128 232.085 588.069 5
3 129 439.629 819.344 1
3 130 959.404 382.332 2
3 141 449.959 883.516 1
3 144 429.87 229.253 3
3 145 980.879 821.977 4
3 149 875.589 251.226 2
3 150 101.219 820.45 1
3 151 485.894 5.4797 3
3 155 267.979 69.0196 3
3 158 217.245 20.1127 3
3 161 310.765 220.815 3
3 169 852.354 420.312 2
3 170 850.689 321.301 2
3 174 417.205 194.188 3
3 177 262.003 425.604 5
3 178 669.764 662.314 4
3 179 420.178 34.4287 3
3 180 424.972 239.973 3
3 181 615.069 4.82106 3
3 182 967.473 235.618 2
3 189 190.116 9.77048 3
3 192 547.387 204.852 3
3 193 776.794 291.288 2
3 201 205.641 477.219 5
3 203 372.177 77.9249 3
3 205 295.533 923.189 1
3 212 44.5069 940.863 1
3 214 642.573 589.53 4
3 217 881.955 436.361 2
3 219 811.997 466.21 2
3 224 272.482 202.425 3
3 227 783.667 742.083 4
3 228 399.475 192.268 3
3 232 607.013 13.6116 3
3 233 92.7453 433.967 5
3 238 491.148 328.614 3
3 242 58.1823 207.452 3
3 244 543.707 996.057 1
3 246 256.513 606.643 5
3 247 805.435 372.793 2
3 250 415.46 823.742 1
3 251 203.288 280.22 3
3 253 512.472 906.526 1
3 254 826.909 802.719 4
3 255 374.105 494.356 5
3 265 852.864 824.65 4
3 269 746.616 491.772 2
3 272 431.006 685.786 1
3 273 709.83 561.077 4
3 275 384.806 812.568 1
3 278 152.733 951.553 1
3 282 988.743 256.46 2
3 285 314.339 438.079 5
3 286 273.595 173.028 3
3 290 786.058 432.582 2
3 292 509.984 834.341 1
3 294 304.468 535.688 5
3 296 868.559 484.797 2
3 301 974.766 171.802 2
3 302 732.088 320.501 2
3 304 561.254 14.0532 3
3 305 33.0116 545.758 5
3 318 438.962 136.901 3
3 319 344.937 837.515 1
3 320 920.634 460.336 2
3 321 950.473 33.9817 2
3 331 680.526 979.535 4
3 338 463.399 711.7 1
3 339 99.6077 192.347 3
3 344 537.144 893.849 1
3 348 382.173 228.74 3
3 350 957.659 25.5349 2
3 352 891.084 771.611 4
3 356 122.621 436.923 5
3 361 498.328 926.571 1
3 363 779.11 99.0186 2
3 368 90.496 16.7955 3
3 370 626.521 526.724 2
3 371 995.853 234.577 2
3 374 377.688 314.408 3
3 376 825.413 709.361 4
3 378 35.7801 990.366 1
3 379 620.154 281.819 2
3 382 274.222 258.428 3
